ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes,TARGET
108,F,40.0,Soltero,Servidor publico,Sector privado,0,5.0,3.0,No,31.0,30.0,0.0,15.0,0.0,Perfil_2
158,M,50.0,Casado,Profesor,Desempleados,Samsung  A6,5.0,6.0,Si,31.0,50.0,0.0,1.0,31.0,Perfil_1
201,M,30.0,Soltero,Profesor,Sector privado,Samsung Note 3,10.0,4.0,No,31.0,4.0,1.0,0.0,0.0,Perfil_4
202,F,50.0,Soltero,,Sector privado,Iphone 5,10.0,3.0,Si,7.0,7.0,0.0,1.0,31.0,Perfil_3
20,F,30.0,Casado,Servidor publico,Sector privado,Iphone,5.0,6.0,Si,0.0,1.0,0.0,0.0,4.0,Perfil_4
126,F,24.0,Casado,Ingeniero de informacion,Sector privado,SONY Z2,5.0,3.0,Si,1.0,4.0,31.0,0.0,0.0,Perfil_4
47,M,24.0,Casado,Desempleados,Sector privado,Iphone 6s,5.0,3.0,Si,31.0,31.0,1.0,0.0,0.0,Perfil_3
131,F,45.0,,Ingeniero,Institucion publica,Samsung S7+,10.0,3.0,Si,,31.0,1.0,15.0,15.0,Perfil_5
53,M,35.0,Soltero,Ingenieria en computacion,Sector privado,Smartphone,5.0,3.0,No,,31.0,0.0,0.0,15.0,Perfil_4
1,F,35.0,Soltero,Servidor publico,Institucion publica,Samsung,10.0,6.0,Si,31.0,,15.0,7.0,0.0,Perfil_5
40,M,30.0,Soltero,,Desempleados,,10.0,3.0,Si,50.0,1.0,31.0,0.0,4.0,Perfil_2
142,M,30.0,Soltero,,Sector privado,Samsung Note 4,5.0,6.0,No,7.0,1.0,0.0,0.0,31.0,Perfil_4
115,M,35.0,Casado,Ingeniero,Sector privado,Samsung,5.0,3.0,Si,,7.0,31.0,0.0,31.0,Perfil_5
223,M,24.0,Soltero,Servidor publico,Sector privado,Samsung Note 2,10.0,5.0,Si,30.0,4.0,15.0,15.0,35.0,Perfil_2
182,F,24.0,Soltero,,Desempleados,Iphone ,5.0,7.0,No,31.0,50.0,1.0,0.0,31.0,Perfil_1
73,M,24.0,Soltero,Ingeniero biomedico,Institucion publica,Iphone ,5.0,7.0,No,,50.0,15.0,0.0,15.0,Perfil_5
116,M,30.0,Soltero,adquisitivo,Sector privado,Iphone 6,5.0,0.0,Si,31.0,30.0,31.0,0.0,7.0,Perfil_0
91,M,50.0,Casado,,Institucion publica,Iphone 6,5.0,6.0,Si,1.0,7.0,0.0,0.0,1.0,Perfil_4
11,F,35.0,Soltero,Servidor publico,Sector privado,LG G3,5.0,6.0,No,0.0,4.0,0.0,0.0,15.0,Perfil_4
7,M,35.0,Soltero,Cajero,Institucion publica,Iphone 7S,5.0,4.0,No,50.0,31.0,7.0,0.0,0.0,Perfil_2
108,M,30.0,Soltero,Profesor,Sector privado,Iphone ,5.0,3.0,Si,0.0,50.0,0.0,0.0,15.0,Perfil_3
24,F,24.0,Soltero,Ingeniero de software,Institucion publica,Iphone ,5.0,3.0,No,7.0,7.0,31.0,0.0,0.0,Perfil_5
177,M,35.0,Soltero,Profesor,Sector privado,Samsung,5.0,3.0,No,1.0,31.0,15.0,0.0,0.0,Perfil_3
118,M,35.0,Casado,adquisitivo,Institucion publica,Galaxy S4,0.0,0.0,Si,31.0,50.0,1.0,31.0,31.0,Perfil_0
53,M,24.0,Soltero,Servidor publico,Sector privado,LeNovo S1 Lite,10.0,3.0,No,1.0,50.0,0.0,0.0,1.0,Perfil_3
218,F,30.0,Casado,AlumNo,Sector privado,Samsung,5.0,4.0,No,0.0,30.0,0.0,15.0,31.0,Perfil_2
234,M,30.0,Casado,Servidor publico,Institucion publica,Iphone ,5.0,3.0,No,31.0,7.0,1.0,4.0,31.0,Perfil_2
115,M,30.0,Casado,Servidor publico,Institucion publica,LG G2,10.0,3.0,No,30.0,31.0,0.0,15.0,15.0,Perfil_1
38,F,45.0,Soltero,Servidor publico,Institucion publica,Samsung S7+,10.0,0.0,Si,0.0,0.0,1.0,0.0,,Perfil_5
241,F,30.0,Casado,Ingeniero de informacion,Institucion publica,SAMSUNG S6,10.0,3.0,No,31.0,7.0,1.0,0.0,0.0,Perfil_0
168,F,30.0,Casado,Profesor,Institucion publica,VODEFONE SMART 6,10.0,3.0,Si,31.0,50.0,15.0,0.0,0.0,Perfil_1
159,F,24.0,Casado,Contador,Institucion publica,Xiaomi mi 5,5.0,6.0,No,50.0,7.0,0.0,0.0,15.0,Perfil_1
179,M,50.0,Casado,Desempleados,Sector privado,Iphone 6,10.0,3.0,Si,1.0,1.0,1.0,0.0,0.0,Perfil_4
13,M,30.0,Casado,Profesor,Sector privado,SONY XPER?A 75,5.0,6.0,Si,0.0,31.0,0.0,0.0,0.0,Perfil_4
234,F,40.0,Soltero,Psicologo,Institucion publica,Xperia,5.0,3.0,Si,1.0,31.0,31.0,0.0,15.0,Perfil_2
44,F,24.0,Casado,Ingenieria en computacion,Sector privado,General Mobile,10.0,3.0,Si,0.0,7.0,1.0,0.0,7.0,Perfil_4
180,M,40.0,Casado,Profesor,Institucion publica,Iphone 7,5.0,3.0,Si,7.0,1.0,0.0,0.0,0.0,Perfil_4
146,F,30.0,Soltero,Trabajador,Sector privado,SAMSUNG S6,10.0,3.0,Si,30.0,7.0,0.0,1.0,,Perfil_5
174,F,30.0,Casado,Ingenieria en computacion,Sector privado,Iphone 4S,0.0,3.0,Si,1.0,30.0,31.0,0.0,31.0,Perfil_2
66,M,50.0,Soltero,adquisitivo,Desempleados,LG,,3.0,No,31.0,7.0,31.0,0.0,4.0,Perfil_5
155,F,50.0,,Ingeniero,Institucion publica,ASUS,5.0,6.0,No,0.0,50.0,15.0,0.0,1.0,Perfil_2
217,,45.0,Casado,Desempleados,,,5.0,4.0,Si,,7.0,1.0,1.0,15.0,Perfil_5
51,M,30.0,Casado,Desempleados,Institucion publica,Samsung S3,5.0,4.0,Si,31.0,4.0,31.0,,0.0,Perfil_5
123,F,30.0,Casado,Cajero,,Smartphone,5.0,3.0,Si,31.0,0.0,1.0,0.0,0.0,Perfil_4
189,,45.0,Soltero,Ingenieria en computacion,Institucion publica,Casper,10.0,,Si,31.0,4.0,0.0,0.0,7.0,Perfil_5
250,M,30.0,Soltero,adquisitivo,Sector privado,Xiaomi mi 5,5.0,4.0,No,31.0,31.0,1.0,0.0,31.0,Perfil_1
56,M,24.0,Soltero,ArtesaNo,Sector privado,0,,7.0,No,50.0,31.0,1.0,0.0,7.0,Perfil_0
122,M,30.0,Casado,Servidor publico,Sector privado,Smartphone,5.0,3.0,No,0.0,31.0,1.0,1.0,4.0,Perfil_4
186,F,30.0,Casado,Desempleados,Sector privado,Samsung,10.0,3.0,Si,0.0,,0.0,0.0,4.0,Perfil_5
104,M,50.0,Soltero,AlumNo,Sector privado,Iphone ,5.0,0.0,Si,50.0,7.0,1.0,0.0,0.0,Perfil_3
106,F,40.0,Casado,Ingeniero biomedico,Institucion publica,Casper,5.0,3.0,No,1.0,4.0,1.0,0.0,0.0,Perfil_4
191,M,24.0,Casado,AlumNo,Sector privado,Asus,10.0,0.0,Si,0.0,50.0,0.0,30.0,1.0,Perfil_2
187,M,30.0,Soltero,,Institucion publica,Iphone,5.0,0.0,Si,1.0,0.0,7.0,0.0,0.0,Perfil_4
113,F,24.0,Soltero,Ingenieria en computacion,Sector privado,,10.0,0.0,Si,,0.0,1.0,15.0,1.0,Perfil_5
172,F,35.0,Casado,Profesor,Institucion publica,Iphone 6,5.0,6.0,Si,0.0,30.0,31.0,0.0,15.0,Perfil_2
75,F,50.0,Soltero,Servidor publico,Sector privado,,10.0,3.0,Si,,30.0,1.0,15.0,0.0,Perfil_5
124,F,24.0,Casado,Profesor,Sector privado,Iphone,5.0,3.0,Si,50.0,50.0,1.0,0.0,0.0,Perfil_1
162,F,45.0,Soltero,,Sector privado,Samsung,5.0,6.0,No,50.0,1.0,31.0,0.0,0.0,Perfil_2
68,F,35.0,Casado,AlumNo,Institucion publica,Samsung S6 EDGE,5.0,3.0,Si,,7.0,15.0,0.0,31.0,Perfil_5
43,F,30.0,Casado,Servidor publico,Sector privado,Samsung  A6,5.0,4.0,No,30.0,30.0,1.0,0.0,31.0,Perfil_1
150,F,30.0,Soltero,AlumNo,Sector privado,Samsung S6,5.0,3.0,Si,7.0,,15.0,1.0,31.0,Perfil_5
219,M,30.0,Casado,Ingeniero de software,Sector privado,SAMSUNG S6,5.0,4.0,Si,7.0,0.0,15.0,0.0,0.0,Perfil_4
217,M,45.0,Soltero,AlumNo,Sector privado,,5.0,4.0,Si,7.0,0.0,1.0,0.0,1.0,Perfil_4
237,M,50.0,Soltero,Ingeniero de informacion,Sector privado,Iphone,5.0,3.0,No,4.0,30.0,7.0,15.0,15.0,Perfil_2
41,M,40.0,Soltero,ArtesaNo,Desempleados,Samsung Note 2,5.0,5.0,No,7.0,50.0,15.0,0.0,0.0,Perfil_2
126,M,30.0,Casado,Desempleados,Desempleados,Iphone ,5.0,3.0,No,30.0,7.0,4.0,15.0,1.0,Perfil_4
75,M,40.0,Soltero,Ingeniero de informacion,Sector privado,,5.0,6.0,No,,0.0,1.0,15.0,1.0,Perfil_5
4,M,40.0,Soltero,Desempleados,Sector privado,Samsung Note 2,0.0,6.0,Si,50.0,50.0,31.0,0.0,1.0,Perfil_0
208,M,30.0,,Desempleados,Institucion publica,Iphone 7S,10.0,3.0,No,31.0,4.0,0.0,15.0,7.0,Perfil_3
207,M,35.0,Soltero,Psicologo,Desempleados,Samsung S3,10.0,5.0,Si,30.0,7.0,1.0,0.0,,Perfil_5
94,M,24.0,Soltero,Ingeniero de informacion,Institucion publica,Samsung  A6,,4.0,No,1.0,50.0,15.0,0.0,7.0,Perfil_5
125,F,30.0,Soltero,AlumNo,Desempleados,Samsung s3,10.0,4.0,Si,0.0,50.0,0.0,0.0,1.0,Perfil_3
133,F,35.0,Soltero,,Institucion publica,Iphone,5.0,6.0,No,7.0,31.0,31.0,15.0,15.0,Perfil_1
63,M,24.0,Casado,Gerente,Institucion publica,Samsung  A6,5.0,4.0,Si,50.0,,0.0,15.0,4.0,Perfil_5
219,M,35.0,Casado,Profesor,Sector privado,Iphone 6,10.0,3.0,Si,,0.0,1.0,0.0,15.0,Perfil_5
185,M,35.0,Soltero,,Sector privado,Iphone 5S,10.0,3.0,No,31.0,4.0,1.0,15.0,0.0,Perfil_3
100,F,30.0,Casado,AlumNo,Institucion publica,Iphone 7,10.0,3.0,Si,7.0,0.0,1.0,0.0,15.0,Perfil_4
201,M,30.0,Soltero,Profesor,Sector privado,Samsung,5.0,3.0,Si,31.0,50.0,1.0,0.0,4.0,Perfil_2
179,M,35.0,Casado,Desempleados,Sector privado,HTC DES?RE,5.0,6.0,No,,0.0,0.0,0.0,0.0,Perfil_5
116,,40.0,Casado,Servidor publico,Sector privado,Samsung,5.0,3.0,Si,1.0,50.0,31.0,0.0,7.0,Perfil_2
219,M,30.0,Casado,Profesor,Sector privado,General Mobile,10.0,3.0,No,31.0,30.0,0.0,0.0,1.0,Perfil_3
212,,30.0,Soltero,Profesor,Sector privado,Samsung,,4.0,No,31.0,30.0,0.0,0.0,0.0,Perfil_5
133,F,35.0,Soltero,,Institucion publica,Iphone S5,0.0,3.0,No,0.0,4.0,0.0,0.0,31.0,Perfil_1
243,F,24.0,Casado,Desempleados,Institucion publica,LG,0.0,3.0,No,1.0,4.0,0.0,0.0,35.0,Perfil_4
29,F,24.0,Soltero,Profesor,Sector privado,,10.0,4.0,Si,7.0,0.0,1.0,0.0,0.0,Perfil_4
153,M,24.0,Casado,Desempleados,Sector privado,Samsung,15.0,6.0,No,4.0,,1.0,,4.0,Perfil_5
110,M,50.0,Casado,Desempleados,Institucion publica,Smartphone,0.0,7.0,Si,0.0,,1.0,0.0,0.0,Perfil_5
122,F,30.0,Soltero,Profesor,Institucion publica,Iphone,0.0,7.0,Si,7.0,30.0,1.0,0.0,4.0,Perfil_4
248,F,30.0,Casado,Servidor publico,Sector privado,Iphone 5S,0.0,7.0,Si,1.0,1.0,1.0,0.0,0.0,Perfil_4
2,F,45.0,Soltero,Ingeniero de software,Sector privado,Asus ZenFone Selfie,5.0,3.0,Si,31.0,1.0,1.0,0.0,0.0,Perfil_4
132,F,45.0,Soltero,Profesor,Sector privado,Nokia,10.0,6.0,Si,7.0,7.0,1.0,0.0,0.0,Perfil_4
81,M,35.0,Soltero,Profesor,Sector privado,Iphone 7,5.0,0.0,Si,7.0,7.0,31.0,0.0,15.0,Perfil_2
83,M,24.0,Soltero,Profesor,Sector privado,Samsung S3,10.0,3.0,Si,,31.0,1.0,0.0,31.0,Perfil_5
163,M,30.0,Casado,Ingeniero de maquinaria,Desempleados,LG G3,5.0,6.0,Si,4.0,1.0,15.0,0.0,0.0,Perfil_4
160,F,24.0,Casado,Ingeniero de software,Desempleados,Nokia,6.0,3.0,Si,31.0,1.0,,0.0,35.0,Perfil_5
172,M,30.0,Soltero,Profesor,,Samsung,5.0,4.0,No,1.0,4.0,15.0,0.0,7.0,Perfil_4
27,F,24.0,Soltero,Profesor,Sector privado,LG,10.0,3.0,Si,7.0,7.0,0.0,,15.0,Perfil_4
248,M,50.0,Soltero,Ingeniero electrico,Institucion publica,Iphone 6S,10.0,3.0,No,1.0,50.0,1.0,30.0,0.0,Perfil_2
192,F,30.0,Soltero,Desempleados,Sector privado,LG V10,5.0,6.0,Si,,7.0,15.0,0.0,15.0,Perfil_5
53,M,45.0,Soltero,Ingeniero,Institucion publica,Samsung Note 4,5.0,4.0,Si,0.0,50.0,0.0,0.0,1.0,Perfil_3
206,M,45.0,Casado,Servidor publico,Institucion publica,Samsung S3,5.0,3.0,No,7.0,7.0,31.0,0.0,15.0,Perfil_3
114,F,45.0,Casado,Ingeniero de software,Institucion publica,Smartphone,5.0,3.0,Si,1.0,0.0,31.0,0.0,0.0,Perfil_4
115,M,30.0,Casado,,Sector privado,Samsung,5.0,3.0,Si,,31.0,0.0,0.0,15.0,Perfil_5
184,F,30.0,Soltero,Ingeniero de maquinaria,Sector privado,LG,10.0,3.0,Si,0.0,,31.0,0.0,30.0,Perfil_5
28,M,24.0,Casado,Profesor,Sector privado,General mobile,5.0,6.0,Si,0.0,0.0,7.0,0.0,1.0,Perfil_4
32,F,35.0,Casado,Ingenieria en computacion,Institucion publica,VODEFONE SMART 6,10.0,3.0,Si,31.0,0.0,0.0,0.0,1.0,Perfil_4
226,M,50.0,Casado,Ingeniero,Sector privado,Samsung j,15.0,5.0,No,1.0,1.0,1.0,0.0,31.0,Perfil_3
107,M,,Casado,,Institucion publica,Iphone 6,10.0,6.0,No,,30.0,0.0,0.0,31.0,Perfil_5
237,F,24.0,Soltero,Profesor,Sector privado,Iphone ,5.0,3.0,Si,50.0,0.0,15.0,15.0,30.0,Perfil_1
139,M,30.0,Soltero,Profesor,Institucion publica,Samsung S3,5.0,3.0,Si,31.0,31.0,1.0,0.0,15.0,Perfil_2
85,F,35.0,Soltero,Servidor publico,Institucion publica,Iphone ,6.0,6.0,Si,0.0,7.0,1.0,0.0,7.0,Perfil_4
23,M,,Casado,Profesor,Sector privado,Iphone,5.0,7.0,No,,0.0,0.0,0.0,7.0,Perfil_5
118,M,24.0,Casado,entrenador,Institucion publica,Asus ZenFone,10.0,3.0,No,1.0,0.0,1.0,15.0,15.0,Perfil_4
204,F,24.0,Casado,Desempleados,Sector privado,Samsung  A6,5.0,4.0,No,4.0,4.0,1.0,0.0,0.0,Perfil_4
236,M,35.0,Casado,Servidor publico,Institucion publica,Iphone ,,6.0,Si,31.0,4.0,7.0,0.0,0.0,Perfil_5
205,F,30.0,Casado,Director,Institucion publica,,0.0,3.0,Si,0.0,1.0,1.0,0.0,0.0,Perfil_4
2,F,30.0,Casado,,Sector privado,LeNovo A7000,10.0,0.0,No,,,1.0,15.0,0.0,Perfil_5
45,F,,Casado,Director,Institucion publica,Iphone ,5.0,4.0,Si,7.0,31.0,1.0,1.0,0.0,Perfil_4
234,F,24.0,,,Institucion publica,Iphone 4S,10.0,3.0,No,30.0,50.0,0.0,0.0,31.0,Perfil_1
182,M,50.0,Casado,Profesor,Sector privado,Iphone ,0.0,3.0,No,,,0.0,0.0,15.0,Perfil_5
32,M,35.0,Soltero,Ingeniero de software,Desempleados,Iphone ,0.0,6.0,Si,0.0,0.0,31.0,0.0,4.0,Perfil_4
125,F,30.0,Casado,AlumNo,Sector privado,Smartphone,5.0,4.0,Si,,7.0,1.0,0.0,35.0,Perfil_5
185,M,45.0,Casado,AlumNo,Institucion publica,General Mobile,5.0,6.0,No,1.0,50.0,0.0,1.0,1.0,Perfil_3
66,,,Casado,,Institucion publica,LG,0.0,3.0,Si,31.0,50.0,1.0,1.0,15.0,Perfil_1
138,F,30.0,Soltero,Matematico,Sector privado,Samsung,15.0,0.0,Si,31.0,4.0,1.0,0.0,35.0,Perfil_2
217,F,45.0,Casado,Ingenieria en computacion,Desempleados,Galaxy S4,5.0,6.0,Si,31.0,4.0,1.0,0.0,15.0,Perfil_1
194,M,30.0,Casado,Desempleados,Institucion publica,Samsung S6,5.0,3.0,Si,31.0,4.0,15.0,0.0,0.0,Perfil_3
19,M,35.0,Soltero,Servidor publico,Sector privado,Iphone S5,10.0,3.0,Si,7.0,7.0,15.0,0.0,1.0,Perfil_4
130,F,30.0,Soltero,Profesor,Sector privado,Samsung,5.0,6.0,No,31.0,7.0,1.0,0.0,0.0,Perfil_0
183,F,24.0,Soltero,Ingenieria en computacion,Sector privado,Iphone ,10.0,4.0,Si,50.0,0.0,1.0,1.0,30.0,Perfil_2
239,F,24.0,Casado,Profesor,Sector privado,Samsung s3,15.0,6.0,No,,4.0,0.0,0.0,7.0,Perfil_5
210,F,30.0,Soltero,adquisitivo,Sector privado,LeNovo S1 Lite,5.0,0.0,No,31.0,4.0,31.0,15.0,31.0,Perfil_1
183,M,,Soltero,Medico,Sector privado,Nokia,5.0,5.0,Si,50.0,4.0,0.0,0.0,0.0,Perfil_3
105,F,50.0,Casado,adquisitivo,Sector privado,Iphone 5S,5.0,3.0,No,7.0,31.0,1.0,0.0,7.0,Perfil_3
226,F,35.0,,Desempleados,Institucion publica,Iphone 6+,10.0,3.0,No,31.0,50.0,1.0,0.0,0.0,Perfil_2
61,M,30.0,Soltero,Ingeniero,Sector privado,LG G2,0.0,6.0,No,0.0,31.0,1.0,0.0,,Perfil_5
1,F,50.0,Casado,AlumNo,Desempleados,Iphone ,5.0,6.0,Si,50.0,,1.0,0.0,15.0,Perfil_5
191,M,30.0,Casado,Servidor publico,Institucion publica,Samsung,5.0,3.0,Si,0.0,31.0,1.0,0.0,0.0,Perfil_4
156,M,35.0,Soltero,Desempleados,Institucion publica,Iphone,15.0,3.0,No,31.0,,0.0,15.0,7.0,Perfil_3
202,M,30.0,Soltero,Ingeniero de software,Institucion publica,Samsung,5.0,6.0,Si,0.0,7.0,31.0,0.0,0.0,Perfil_4
131,F,24.0,Soltero,Ingenieria en computacion,Sector privado,LG,10.0,0.0,Si,1.0,30.0,0.0,0.0,0.0,Perfil_4
194,M,40.0,Soltero,,Institucion publica,LG G3,5.0,4.0,No,31.0,0.0,0.0,0.0,0.0,Perfil_4
12,M,30.0,Soltero,Servidor publico,Sector privado,Samsung Note 3,10.0,3.0,Si,7.0,0.0,1.0,0.0,0.0,Perfil_4
35,M,24.0,Soltero,AlumNo,Sector privado,Iphone 7,5.0,3.0,No,1.0,0.0,1.0,0.0,4.0,Perfil_4
145,F,30.0,Soltero,Profesor,Sector privado,General Mobile,10.0,3.0,No,30.0,30.0,15.0,0.0,31.0,Perfil_1
18,M,30.0,Soltero,Director,Sector privado,Iphone 6,15.0,0.0,No,,1.0,0.0,,4.0,Perfil_5
143,F,30.0,Soltero,Ingeniero de software,Institucion publica,Samsung,5.0,4.0,Si,30.0,4.0,31.0,0.0,0.0,Perfil_3
4,M,40.0,Soltero,AlumNo,Institucion publica,Iphone ,10.0,3.0,Si,7.0,1.0,15.0,0.0,31.0,Perfil_3
238,F,50.0,Casado,Desempleados,Sector privado,Xperia,5.0,0.0,Si,,31.0,0.0,0.0,4.0,Perfil_5
11,F,35.0,Casado,Enfermera,Sector privado,Iphone 5S,0.0,6.0,Si,7.0,31.0,0.0,1.0,31.0,Perfil_2
240,M,30.0,Casado,Desempleados,Sector privado,Samsung Note 3,5.0,0.0,No,,7.0,7.0,0.0,7.0,Perfil_5
31,M,50.0,Soltero,Profesor,Sector privado,LG,10.0,3.0,Si,31.0,31.0,30.0,,31.0,Perfil_5
107,F,24.0,Soltero,Desempleados,Sector privado,Iphone ,5.0,3.0,Si,7.0,31.0,1.0,15.0,4.0,Perfil_3
231,F,24.0,Soltero,adquisitivo,Sector privado,Iphone 5S,5.0,7.0,Si,31.0,0.0,7.0,0.0,1.0,Perfil_3
187,M,35.0,Casado,Desempleados,Sector privado,Samsung S3,10.0,3.0,Si,0.0,30.0,1.0,0.0,4.0,Perfil_4
28,M,24.0,Casado,Desempleados,Institucion publica,Samsung,10.0,4.0,No,,7.0,31.0,0.0,4.0,Perfil_5
119,M,50.0,Soltero,Profesor,Institucion publica,Samsung,5.0,6.0,No,0.0,31.0,0.0,0.0,0.0,Perfil_2
157,M,45.0,Soltero,AlumNo,Desempleados,Samsung Note 2,5.0,3.0,Si,0.0,31.0,31.0,15.0,31.0,Perfil_1
22,F,35.0,Casado,,Sector privado,Samsung S3,10.0,7.0,No,1.0,50.0,1.0,15.0,7.0,Perfil_2
192,M,,Soltero,Ingeniero de maquinaria,Institucion publica,Iphone 6,5.0,3.0,Si,0.0,7.0,0.0,0.0,0.0,Perfil_4
25,F,30.0,Soltero,Medico,Institucion publica,Iphone,5.0,3.0,No,31.0,1.0,1.0,0.0,4.0,Perfil_4
37,F,24.0,,Ingenieria en computacion,Institucion publica,SONY,5.0,3.0,Si,7.0,7.0,1.0,0.0,0.0,Perfil_5
33,,35.0,Soltero,Ingeniero,Desempleados,Iphone 5,5.0,7.0,No,31.0,31.0,1.0,0.0,31.0,Perfil_1
146,M,50.0,Soltero,Ingenieria en computacion,Sector privado,ASUS,0.0,3.0,Si,0.0,7.0,0.0,0.0,0.0,Perfil_4
134,F,35.0,Soltero,Ingeniero de informacion,Institucion publica,Samsung,5.0,3.0,Si,1.0,31.0,0.0,0.0,0.0,Perfil_4
125,M,30.0,Casado,Ingeniero de informacion,Institucion publica,Samsung Note 3,5.0,3.0,Si,0.0,,15.0,0.0,31.0,Perfil_5
177,F,40.0,Casado,Ingeniero,Sector privado,HTC,10.0,3.0,Si,31.0,50.0,0.0,0.0,0.0,Perfil_2
149,M,45.0,Soltero,Ingenieria en computacion,Institucion publica,,10.0,3.0,Si,31.0,1.0,15.0,0.0,0.0,Perfil_3
123,M,30.0,Soltero,Profesor,Institucion publica,LG,5.0,3.0,Si,1.0,30.0,1.0,0.0,1.0,Perfil_4
21,F,45.0,Soltero,Servidor publico,Institucion publica,LG V10,5.0,6.0,Si,0.0,1.0,1.0,30.0,0.0,Perfil_5
6,F,30.0,Casado,Ingeniero de software,Sector privado,Samsung,10.0,0.0,Si,31.0,30.0,1.0,,31.0,Perfil_1
156,,30.0,Casado,Cajero,Sector privado,Iphone ,10.0,6.0,No,0.0,50.0,0.0,0.0,0.0,Perfil_3
110,F,30.0,,AlumNo,Institucion publica,LeNovo S1 Lite,5.0,3.0,Si,,1.0,30.0,31.0,30.0,Perfil_5
208,F,35.0,Casado,,Sector privado,Samsung Note 3,0.0,3.0,No,7.0,1.0,0.0,0.0,,Perfil_5
216,M,30.0,Casado,Servidor publico,Sector privado,LG,5.0,3.0,Si,1.0,50.0,1.0,0.0,4.0,Perfil_3
45,M,24.0,Soltero,Servidor publico,Institucion publica,Iphone ,5.0,3.0,Si,4.0,31.0,1.0,0.0,0.0,Perfil_4
163,,30.0,Casado,Ingeniero de software,Institucion publica,LG,0.0,6.0,Si,31.0,50.0,0.0,15.0,0.0,Perfil_1
131,M,35.0,Soltero,,Sector privado,Iphone ,5.0,3.0,Si,4.0,30.0,1.0,0.0,0.0,Perfil_2
220,F,45.0,Soltero,Analista de informacion,Sector privado,Iphone,5.0,3.0,Si,,31.0,1.0,31.0,7.0,Perfil_5
166,M,30.0,Soltero,Servidor publico,Institucion publica,General mobile,5.0,7.0,No,30.0,1.0,1.0,0.0,0.0,Perfil_4
75,F,35.0,Casado,Servidor publico,Sector privado,Samsung S3,5.0,3.0,Si,50.0,50.0,31.0,0.0,1.0,Perfil_0
178,F,35.0,Casado,,Institucion publica,Iphone,5.0,3.0,Si,,31.0,0.0,1.0,4.0,Perfil_5
230,M,50.0,Soltero,Ingeniero de informacion,Institucion publica,,5.0,0.0,Si,0.0,1.0,1.0,0.0,0.0,Perfil_0
206,M,30.0,Soltero,Profesor,Desempleados,Samsung S7+,0.0,0.0,No,0.0,7.0,1.0,0.0,15.0,Perfil_1
244,M,50.0,Soltero,ArtesaNo,Sector privado,Iphone 6,5.0,6.0,Si,7.0,50.0,1.0,0.0,0.0,Perfil_3
89,F,30.0,Casado,AlumNo,Institucion publica,Samsung,5.0,4.0,No,31.0,7.0,0.0,0.0,1.0,Perfil_4
238,M,24.0,Casado,Profesor,Sector privado,Samsung,5.0,4.0,Si,30.0,1.0,0.0,4.0,35.0,Perfil_2
177,F,24.0,Soltero,Profesor,Institucion publica,Iphone 5S,5.0,7.0,Si,7.0,,15.0,0.0,1.0,Perfil_5
25,F,30.0,Casado,Ingeniero de software,Sector privado,Samsung AT,0.0,3.0,Si,31.0,50.0,1.0,15.0,31.0,Perfil_0
93,M,24.0,Soltero,,Sector privado,Samsung j,5.0,3.0,No,30.0,1.0,31.0,0.0,0.0,Perfil_3
224,M,30.0,Soltero,Servidor publico,Sector privado,Iphone ,5.0,,Si,50.0,30.0,0.0,0.0,31.0,Perfil_5
221,F,40.0,Soltero,Profesor,Sector privado,Nokia,10.0,3.0,No,1.0,0.0,15.0,0.0,0.0,Perfil_4
158,F,35.0,Soltero,Ingenieria en computacion,Sector privado,SAMSUNG A5,5.0,3.0,Si,31.0,50.0,15.0,0.0,0.0,Perfil_1
203,M,40.0,Soltero,Ingeniero,Sector privado,Iphone 5,0.0,3.0,No,,1.0,31.0,0.0,15.0,Perfil_5
134,F,24.0,Soltero,,Desempleados,Iphone 6,15.0,6.0,Si,1.0,1.0,1.0,,4.0,Perfil_5
46,M,30.0,Casado,Ingeniero de informacion,Sector privado,SAMSUNG A5,10.0,6.0,No,,1.0,0.0,0.0,1.0,Perfil_5
92,F,35.0,Casado,Profesor,Desempleados,LG,5.0,7.0,No,31.0,0.0,1.0,15.0,0.0,Perfil_3
141,F,30.0,Casado,Ingeniero,Sector privado,L G,5.0,3.0,Si,50.0,31.0,15.0,0.0,0.0,Perfil_1
54,F,30.0,Soltero,Ingenieria en computacion,Institucion publica,HTC M8,5.0,3.0,No,7.0,50.0,0.0,1.0,0.0,Perfil_4
98,M,30.0,Casado,Ingeniero,Institucion publica,Iphone,,4.0,No,7.0,,1.0,0.0,31.0,Perfil_5
66,M,40.0,Casado,Ingeniero electronico,Institucion publica,Iphone 5S,5.0,3.0,No,31.0,0.0,31.0,0.0,31.0,Perfil_1
69,,30.0,Casado,Servidor publico,Sector privado,Samsung,10.0,6.0,Si,1.0,50.0,31.0,15.0,4.0,Perfil_1
68,M,35.0,Casado,,Institucion publica,Iphone 6+,10.0,3.0,Si,50.0,4.0,1.0,0.0,0.0,Perfil_3
163,M,30.0,Casado,Profesor,Desempleados,,5.0,3.0,No,7.0,50.0,1.0,0.0,31.0,Perfil_2
